sport,dsport,Label
57604,58024,2
57205,55235,2
17150,2444,3
17150,2444,3
22894,143,2
47439,53,3
47439,53,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
45022,21,2
1043,53,3
1043,53,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
47439,53,2
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
17150,2444,3
47439,53,3
47439,53,3
51847,21,2
1043,53,3
50934,57078,2
5707,80,2
47439,53,3
47439,53,3
20747,6863,2
1043,53,3
1043,53,3
11894,31269,2
15461,25,2
51847,21,2
15871,143,2
47439,53,3
47439,53,3
48900,80,2
1043,53,3
1043,53,3
51847,21,2
31109,51166,2
47439,53,3
47439,53,3
31414,30834,2
1043,53,3
1043,53,3
22639,143,2
47439,53,3
43774,52312,2
1043,53,3
1043,53,3
12046,44211,2
14751,62920,2
47439,53,3
47439,53,3
54982,61269,2
54982,61269,2
1043,53,3
54954,27158,2
24854,22,2
49086,143,2
53214,50452,2
49086,143,2
46715,33322,2
47439,53,3
49086,143,2
6202,25,2
10507,8549,2
47439,53,3
19969,1836,2
1043,53,3
1043,53,3
47439,53,3
47439,53,3
57079,55141,2
1043,53,3
5115,80,2
6125,45138,2
5115,80,2
8892,21,2
47439,53,3
47439,53,3
64476,16449,2
1043,53,3
1043,53,3
61197,22042,2
61197,22042,2
5115,80,2
50599,56700,2
50599,56700,2
33000,50380,2
33000,50380,2
47439,53,3
33000,50380,2
47943,32578,2
1043,53,3
1043,53,3
2553,80,2
35157,143,2
35157,143,2
15154,80,2
35157,143,2
47439,53,3
15154,80,2
1043,53,3
1043,53,3
26007,61888,2
13603,64203,2
56567,80,2
26886,21,2
47439,53,3
56567,80,2
27871,25826,2
56574,29282,2
1043,53,3
30581,28567,2
30581,28567,2
2208,25,2
15154,80,2
10664,42902,2
27939,27547,2
22012,143,2
1043,53,3
1043,53,3
41008,12462,2
35645,143,2
47439,53,3
1043,53,3
20353,65192,2
5060,4569,2
55018,21557,2
47439,53,3
47439,53,3
1043,53,3
1043,53,3
29449,42307,2
4883,80,2
50351,143,2
5910,5190,2
2553,80,2
47439,53,3
16202,80,2
35645,143,2
33140,21,2
19639,62791,2
47439,53,3
47439,53,3
1043,53,3
5910,5190,2
35645,143,2
37476,80,2
28278,80,3
28278,80,3
28278,80,3
28278,80,3
46694,80,2
46694,80,2
28278,80,3
47439,53,3
47439,53,3
46694,80,2
28278,80,3
28278,80,3
28278,80,3
28278,80,3
1043,53,3
1043,53,3
9217,42307,2
46694,80,2
13137,38710,2
17655,25,2
47439,53,3
47439,53,3
36793,19719,2
46694,80,2
46694,80,2
59370,143,2
62377,18613,2
59370,143,2
57770,25900,2
11750,80,2
47439,53,3
1043,53,3
1043,53,3
4825,22,2
47439,53,3
47439,53,3
4825,22,2
1043,53,3
1043,53,3
54488,25,2
47439,53,3
47439,53,3
1043,53,3
1043,53,3
50568,80,2
42825,31554,2
42825,31554,2
42825,31554,2
39394,43877,2
60079,80,2
8995,143,2
47439,53,3
47439,53,3
38405,44672,2
1043,53,3
50568,80,2
13370,22,2
47439,53,3
47439,53,3
55855,36703,2
1043,53,3
1043,53,3
30757,55203,2
24534,22,2
47439,53,3
47439,53,3
45796,22,2
1043,53,3
1043,53,3
16131,25,2
58798,80,2
16131,25,2
47439,53,3
47439,53,3
13380,21,2
23241,6881,2
29753,143,2
34713,64203,2
23241,6881,2
58167,22,2
58167,22,2
1043,53,3
58253,21,2
54077,50197,2
24105,6881,2
24986,6881,2
3214,2782,2
4639,46847,2
5862,4451,2
47439,53,3
5862,4451,2
58798,80,2
1043,53,3
1043,53,3
38693,41298,2
13021,10604,2
55549,6881,2
55549,6881,2
55549,6881,2
18346,16294,2
5121,80,2
47439,53,3
55549,6881,2
55549,6881,2
58253,21,2
1043,53,3
1448,18696,2
52742,31301,2
33541,33064,2
31783,52009,2
43545,53,2
47439,53,3
47439,53,3
41370,9425,2
1043,53,3
1043,53,3
40178,10799,2
18172,36321,2
18172,36321,2
61324,64203,2
17303,22,2
21591,53,2
63620,16273,2
58798,80,2
30173,29107,2
1043,53,3
1043,53,3
5492,22,2
55549,6881,2
64515,36615,2
64515,36615,2
64430,80,2
64430,80,2
47439,53,3
47439,53,3
8539,22,2
20609,18422,2
64430,80,2
1043,53,3
4469,21,2
64430,80,2
7344,42307,2
3693,80,2
58576,22,2
25823,143,2
47439,53,3
47439,53,3
6897,44401,2
1043,53,3
1043,53,3
38844,22,2
38844,22,2
3693,80,2
20744,25,2
59328,22288,2
55809,80,2
57008,25,2
47439,53,3
30252,21,2
1043,53,3
1043,53,3
6350,25,2
3693,80,2
30252,21,2
30252,21,2
8378,25,2
34137,15584,2
16652,15939,2
47439,53,3
26719,10202,3
24351,18067,2
26719,10202,3
26719,10202,3
29234,22,2
59225,26633,2
26719,10202,3
26719,10202,3
60964,60605,2
26719,10202,3
26719,10202,3
26719,10202,3
26719,10202,3
1043,53,3
26517,60560,2
32395,143,2
48434,2387,2
38313,48231,2
11179,8909,2
13027,38708,2
13027,38708,2
23510,22036,2
47439,53,3
47439,53,3
26700,25,2
1043,53,3
1043,53,3
46256,22,2
43313,80,2
45801,43531,2
14853,41122,2
47439,53,3
47439,53,3
57547,6881,2
1043,53,3
1043,53,3
51609,27925,2
51157,143,2
57547,6881,2
57547,6881,2
53023,32374,2
43313,80,2
43388,4872,2
47439,53,3
47439,53,3
1043,53,3
1043,53,3
57241,6881,2
57241,6881,2
61619,143,2
62236,1396,2
62236,1396,2
26018,23940,2
31463,22,2
60803,6881,2
60803,6881,2
60803,6881,2
47439,53,3
4167,25843,2
61619,143,2
62839,80,2
43313,80,2
42362,4461,2
55764,6881,2
12510,38136,2
1043,53,3
1043,53,3
54571,6881,2
54571,6881,2
54571,6881,2
18416,35841,2
19473,22,2
19473,22,2
65332,25,2
54571,6881,2
57547,6881,2
5661,46581,2
28693,6881,2
28693,6881,2
24287,21,2
2731,143,2
47439,53,3
45934,6028,2
28693,6881,2
34732,27547,2
37145,7870,2
3499,22,2
1043,53,3
1043,53,3
2731,143,2
26412,23601,2
26412,23601,2
26412,23601,2
28229,55673,2
60484,25,2
39910,143,2
7124,111,2
53127,33774,2
6530,22,2
54601,143,2
9116,80,2
54601,143,2
39726,6881,2
38663,6881,2
38663,6881,2
38663,6881,2
11975,6881,2
47439,53,3
11975,6881,2
13451,143,2
60298,65250,2
1043,53,3
1043,53,3
27296,55223,2
30086,28746,2
33054,80,2
44065,22,2
44065,22,2
17739,25,2
30251,21,2
31254,11981,2
39726,6881,2
47439,53,3
39726,6881,2
38663,6881,2
30081,80,2
43313,80,2
38663,6881,2
38663,6881,2
1043,53,3
1043,53,3
47935,80,2
16653,22,2
24872,25438,2
53765,26154,2
53765,26154,2
53765,26154,2
2138,22,2
1721,80,2
21186,65403,2
47439,53,3
47439,53,3
22695,64756,2
60912,80,2
1043,53,3
1043,53,3
49362,53361,2
32019,30681,2
60912,80,2
7930,6656,2
55590,25363,2
22103,25,2
47439,53,3
47439,53,3
6297,5190,2
6297,5190,2
44149,8841,2
9639,7976,2
22396,39151,2
31602,56173,2
6353,27547,2
48474,21,2
12215,38078,2
10742,12125,2
10742,12125,2
35402,39964,2
14263,34159,2
14263,34159,2
37815,22,2
43313,80,2
63086,36506,2
63086,36506,2
47439,53,3
11172,21,2
1043,53,3
1043,53,3
37411,53,2
21815,19730,2
14386,21,2
59377,25,2
51063,51288,2
28025,143,2
1416,32747,2
1416,32747,2
7341,43048,2
47935,80,2
9410,6857,2
63501,35544,2
19033,36465,2
19033,36465,2
62579,62871,2
20226,18038,2
59809,80,2
50345,143,2
29511,53,2
47439,53,3
47439,53,3
47401,49635,2
6385,80,2
7276,46739,2
1043,53,3
1043,53,3
10097,21,2
44099,6881,2
47935,80,2
9424,6881,2
15381,22,2
9424,6881,2
37969,6881,2
58565,25,2
60695,58513,2
26035,80,2
11239,6881,2
3457,179,2
11239,6881,2
33775,46125,2
47439,53,3
44000,48802,2
41899,6881,2
1043,53,3
1043,53,3
45296,6881,2
44099,6881,2
44099,6881,2
44099,6881,2
44099,6881,2
31696,61573,2
52692,31266,2
20531,143,2
49246,22,2
5060,4569,2
24634,80,2
7462,5601,2
65083,143,2
34248,16018,2
59724,18891,2
59724,18891,2
47439,53,3
11239,6881,2
25253,25804,2
1043,53,3
1043,53,3
11239,6881,2
51805,25,2
30414,26791,2
31905,51581,2
2297,143,2
2297,143,2
42253,49816,2
43714,5190,2
41899,6881,2
45296,6881,2
45296,6881,2
45296,6881,2
34640,11981,2
62786,22,2
61650,63639,2
48492,25,2
47439,53,3
47439,53,3
7225,143,2
36814,15371,2
7225,143,2
23081,143,2
1043,53,3
23081,143,2
60892,143,2
58052,80,2
23081,143,2
4860,17150,2
6417,48491,2
60892,143,2
63620,21,2
41897,10564,2
60892,143,2
60892,143,2
34447,35296,2
47439,53,3
47439,53,3
59339,18055,2
64632,143,2
24557,143,2
49457,21,2
1043,53,3
1043,53,3
53435,143,2
3422,53151,2
37937,9934,2
17593,22,2
14362,21,2
18943,22,2
50173,80,2
65519,63431,2
65519,63431,2
53435,143,2
22404,21,2
23697,21286,2
23697,21286,2
47439,53,3
47439,53,3
6366,57487,2
53352,25,2
35898,143,2
10630,53,2
40613,80,2
60178,80,2
1043,53,3
62866,53,2
20141,22,2
59646,37200,2
30115,56346,2
27849,29952,2
12130,80,2
56883,55137,2
46476,52508,2
3963,21,2
10180,5087,2
10180,5087,2
10180,5087,2
10180,5087,2
26137,80,2
13525,25,2
13525,25,2
5012,22,2
28779,80,2
3654,143,2
6908,80,2
47439,53,3
19964,25,2
55283,80,2
1043,53,3
29849,28001,2
8321,179,2
11572,25,2
14249,41885,2
39132,42307,2
65240,143,2
31748,25,2
30063,80,2
30063,80,2
22874,80,2
3489,143,2
13201,4319,2
34339,12734,2
30063,80,2
34339,12734,2
44705,143,2
47439,53,3
47439,53,3
58636,25,2
51997,17389,2
51997,17389,2
32350,51809,2
20184,143,2
48073,21,2
48073,21,2
1043,53,3
1043,53,3
30063,80,2
20891,25,2
13423,22,2
42050,42307,2
49835,21,2
62450,80,2
37043,21869,2
36078,17015,2
13423,22,2
6908,80,2
18264,37523,2
20184,143,2
9617,25,2
62450,80,2
5162,47746,2
47055,4567,2
47055,4567,2
4690,46639,2
42738,22,2
42738,22,2
42738,22,2
47439,53,3
47439,53,3
62450,80,2
39997,21,2
30063,80,2
58077,80,3
58077,80,3
1043,53,3
1043,53,3
54757,55318,2
62141,64203,2
58077,80,3
58077,80,3
58077,80,3
58077,80,3
10555,38779,2
58077,80,3
58077,80,3
58077,80,3
58077,80,3
60773,80,2
26934,80,2
58139,26404,2
26027,21,2
23655,179,2
33650,22,2
60773,80,2
39516,111,2
38482,8789,2
60773,80,2
60773,80,2
36638,38300,2
36638,38300,2
62728,16729,2
62728,16729,2
25988,53,2
58162,6881,2
33650,22,2
33650,22,2
57075,6881,2
49600,1311,2
3358,1513,2
60773,80,2
30370,6881,2
15123,25,2
52227,80,2
31452,6881,2
52227,80,2
52917,80,2
20546,5190,2
20204,25,2
28853,54468,2
50202,28670,2
32352,6881,2
27619,6881,2
59227,80,2
59227,80,2
42845,6394,2
60773,80,2
8768,44137,2
35122,22,2
35122,22,2
58162,6881,2
15799,143,2
62992,80,3
62992,80,3
37635,36278,2
62992,80,3
62992,80,3
63769,37202,2
1120,63508,2
57075,6881,2
64825,19365,2
62992,80,3
62992,80,3
1845,80,3
1845,80,3
52227,80,2
1845,80,3
1845,80,3
50774,53,2
62992,80,3
62992,80,3
30370,6881,2
1845,80,3
30370,6881,2
30370,6881,2
62450,80,2
47439,53,3
47439,53,3
55067,7001,3
30370,6881,2
42774,22,2
42774,22,2
55067,7001,3
55067,7001,3
59227,80,2
46412,143,2
39873,43577,2
39873,43577,2
17750,143,2
18666,22,2
18666,22,2
32352,6881,2
55067,7001,3
62450,80,2
17750,143,2
55548,22341,2
17750,143,2
55163,25487,2
32352,6881,2
28766,80,2
30224,27317,2
3411,25,2
46342,51070,2
27619,6881,2
1043,53,3
1043,53,3
20997,22,2
55067,7001,3
39622,8517,2
4643,4307,2
8047,80,3
55067,7001,3
6405,4149,2
8047,80,3
62992,80,3
62992,80,3
55067,7001,3
55067,7001,3
62992,80,3
55067,7001,3
55067,7001,3
55067,7001,3
62992,80,3
62992,80,3
21240,80,2
57075,6881,2
5060,4569,2
55361,23541,2
57075,6881,2
5800,48064,2
46036,48935,2
5772,42982,2
7348,5267,2
12412,80,2
1732,80,3
1732,80,3
1732,80,3
1732,80,3
64776,22,2
54795,25,2
54795,25,2
8047,80,3
8047,80,3
8047,80,3
8047,80,3
56464,26847,2
8047,80,3
8047,80,3
8047,80,3
56374,22,2
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
15063,40605,2
36141,34117,2
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
54816,25,2
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
30767,80,2
8047,80,3
8047,80,3
35169,6617,2
8047,80,3
8047,80,3
8047,80,3
8047,80,3
34939,143,2
34939,143,2
34766,25,2
8047,80,3
8047,80,3
1043,53,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
52018,18824,2
8047,80,3
8047,80,3
8047,80,3
8047,80,3
29562,32755,2
29562,32755,2
8047,80,3
45485,443,3
45485,443,3
8047,80,3
8047,80,3
1697,32494,2
45485,443,3
45485,443,3
8047,80,3
8047,80,3
49273,47425,2
64353,25,2
8047,80,3
8047,80,3
52826,80,2
20432,25,2
8047,80,3
8047,80,3
8047,80,3
8047,80,3
35796,10468,2
61449,25,2
8047,80,3
16151,16932,2
8047,80,3
8047,80,3
61449,25,2
16853,80,2
8047,80,3
61449,25,2
45485,443,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
54694,25051,2
54694,25051,2
8047,80,3
8047,80,3
45485,443,3
45485,443,3
8047,80,3
8047,80,3
47439,53,3
47439,53,3
8047,80,3
8047,80,3
45485,443,3
45485,443,3
45485,443,3
45485,443,3
8047,80,3
8047,80,3
45485,443,3
45485,443,3
33505,2889,2
45485,443,3
8047,80,3
8047,80,3
1043,53,3
1043,53,3
8047,80,3
41347,143,2
41347,143,2
8047,80,3
8047,80,3
13522,41260,2
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
58347,21,2
20120,22,2
8047,80,3
8047,80,3
28764,61739,2
28764,61739,2
51532,5190,2
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
7215,49075,2
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
16034,14801,2
62086,25,2
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
23519,22,2
8047,80,3
8047,80,3
8047,80,3
8047,80,3
56075,36282,2
8047,80,3
8047,80,3
47439,53,3
51116,33131,2
8047,80,3
52837,31197,2
8047,80,3
8047,80,3
8047,80,3
8047,80,3
44057,25,2
8047,80,3
8047,80,3
8047,80,3
8047,80,3
41590,9920,2
12209,11715,2
13856,11789,2
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
18302,13676,2
18302,13676,2
1338,17907,2
8047,80,3
8047,80,3
1043,53,3
1043,53,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
39398,25,2
8047,80,3
8047,80,3
13624,12337,2
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
16408,80,2
8047,80,3
8047,80,3
63057,36568,2
8047,80,3
31468,21,2
8047,80,3
8047,80,3
8047,80,3
8047,80,3
55201,59596,2
63986,25,2
16408,80,2
8047,80,3
8047,80,3
2863,53142,2
8047,80,3
8047,80,3
47439,53,3
47439,53,3
8047,80,3
8047,80,3
8047,80,3
34262,22,2
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
8047,80,3
1043,53,3
1043,53,3
8047,80,3
8047,80,3
8047,80,3
36638,35469,2
1845,80,3
8047,80,3
1732,80,3
1732,80,3
1845,80,3
1732,80,3
1732,80,3
8047,80,3
23746,80,2
23746,80,2
27856,143,2
23746,80,2
23746,80,2
32742,52598,2
47298,53,2
23746,80,2
27856,143,2
7256,43277,2
47439,53,3
47439,53,3
19914,80,2
1730,1535,2
1043,53,3
1043,53,3
57491,80,2
43355,27547,2
57491,80,2
14148,11573,2
37619,35255,2
34356,42307,2
21601,22,2
21601,22,2
46996,80,2
56247,21,2
1043,53,3
1043,53,3
42283,46754,2
57177,80,2
42843,25,2
9328,53,2
57177,80,2
23374,25914,2
47439,53,3
47439,53,3
52038,28564,2
51075,51831,2
51075,51831,2
5060,4569,2
1866,52545,2
1866,52545,2
7300,4976,2
45123,42963,2
1043,53,3
1043,53,3
8826,44532,2
41279,12900,2
37934,8369,2
11323,10108,2
53470,52220,2
46722,31789,2
10347,22,2
12058,13121,2
47439,53,3
47439,53,3
13581,41348,2
17530,14749,2
17530,14749,2
20589,63048,2
20589,63048,2
23630,21574,2
32346,50259,2
1043,53,3
1043,53,3
54530,53682,2
47072,47123,2
4060,53,2
43585,80,2
7032,143,2
9504,80,2
35632,2834,2
16799,40880,2
40576,16588,2
7032,143,2
16497,14341,2
17922,37529,2
7032,143,2
47439,53,3
47439,53,3
1043,53,3
38093,43879,2
38944,80,2
55679,5190,2
21132,63273,2
38944,80,2
16770,22,2
38944,80,2
23119,25,2
3106,143,2
48113,20948,2
47439,53,3
47439,53,3
33719,4454,2
27994,143,2
1043,53,3
1043,53,3
45538,5662,2
9540,45360,2
9540,45360,2
10960,9116,2
47439,53,2
41584,5190,2
58556,22,2
56177,21869,2
47439,53,3
47439,53,3
52914,21,2
21087,80,2
1043,53,3
58859,143,2
59355,21935,2
42276,6744,2
42276,6744,2
45804,43902,2
60026,34475,2
41597,5190,2
40964,143,2
22831,65092,2
22831,65092,2
60443,22760,2
60443,22760,2
31154,143,2
47439,53,3
31154,143,2
7374,24425,2
35058,22,2
40628,25,2
1043,53,3
1043,53,3
61323,20170,2
61323,20170,2
27171,60897,2
58007,80,2
58007,80,2
50582,56748,2
62494,22,2
58007,80,2
47380,22,2
47439,53,3
47439,53,3
25590,37654,2
25590,37654,2
57891,24825,2
57891,24825,2
1043,53,3
1043,53,3
26987,28016,2
28771,56298,2
57052,55241,2
1178,80,2
41126,80,2
43586,22,2
20722,80,2
20722,80,2
16557,14562,2
61613,25,2
43853,22,2
48097,21,2
48432,80,2
47439,53,3
52251,37880,2
5781,5190,2
61645,22,2
9487,1395,2
9487,1395,2
9487,1395,2
38704,44932,2
37515,10874,2
15807,17555,2
63272,143,2
15807,17555,2
15807,17555,2
43853,22,2
38896,22,2
3144,25,2
43421,80,2
5675,143,2
1043,53,3
1043,53,3
54654,80,2
18795,36210,2
59287,22,2
59287,22,2
59287,22,2
5082,80,3
5082,80,3
32615,21,2
5082,80,3
5082,80,3
7966,25,2
46623,26881,2
46623,26881,2
5082,80,3
5082,80,3
17435,80,2
13669,41157,2
54654,80,2
17906,143,2
5082,80,3
5082,80,3
5082,80,3
5082,80,3
58874,21000,2
5082,80,3
5082,80,3
58526,58683,2
5082,80,3
5082,80,3
39718,80,2
5082,80,3
5082,80,3
5082,80,3
31349,57078,2
5082,80,3
5082,80,3
5082,80,3
5082,80,3
1059,80,2
60870,80,2
5082,80,3
5082,80,3
2397,25,2
43263,9115,2
44210,42387,2
6742,4938,2
51323,143,2
14288,25,2
60870,80,2
36027,35861,2
44757,14926,2
26085,80,2
50371,80,2
57393,20654,2
39886,45933,2
15766,40132,2
26085,80,2
31951,80,2
52587,5190,2
31747,25,2
47106,46118,2
43192,143,2
43192,143,2
31951,80,2
60327,80,2
35917,41558,2
20667,143,2
20667,143,2
61369,1103,2
20667,143,2
32887,58276,2
6896,5190,2
45179,143,2
19911,17725,2
28666,22862,2
51748,58038,2
55535,80,2
31951,80,2
48432,80,2
54464,5190,2
45291,43364,2
36102,15375,2
15730,6881,2
15730,6881,2
19807,25,2
23315,35936,2
25681,22399,2
16677,6881,2
16677,6881,2
59772,25469,2
59772,25469,2
23403,21466,2
23403,21466,2
55865,59055,2
17609,6881,2
17609,6881,2
15970,143,2
55535,80,2
17609,6881,2
47078,33348,2
48711,46661,2
55535,80,2
62567,6881,2
39272,5190,2
41291,9847,2
13609,12837,2
37694,22,2
13033,11177,2
15970,143,2
43557,143,2
46395,143,2
46395,143,2
26418,22,2
14814,6881,2
17435,80,2
25800,27388,2
14814,6881,2
55176,61224,2
46395,143,2
47504,3486,2
47504,3486,2
46859,47153,2
49672,22,2
41190,22,2
55036,80,2
15730,6881,2
15827,143,2
15827,143,2
16677,6881,2
16677,6881,2
51135,80,2
17609,6881,2
56953,25,2
31762,143,2
17609,6881,2
50869,22,2
50869,22,2
47863,31131,2
47863,31131,2
3337,47391,2
3724,3123,2
62567,6881,2
59080,143,2
63454,6881,2
63454,6881,2
24195,80,2
24195,80,2
26597,6881,2
30579,58224,2
30579,58224,2
26597,6881,2
28273,25,2
24195,80,2
3440,51901,2
48632,3234,2
26597,6881,2
14814,6881,2
7550,43410,2
26597,6881,2
47523,22,2
24195,80,2
8047,143,2
1576,25,2
1576,25,2
42596,143,2
20326,21,2
19441,7345,2
58862,64874,2
24741,22606,2
59567,22,2
54962,62424,2
54962,62424,2
2357,33216,2
58120,6881,2
42001,44031,2
6925,7441,2
6925,7441,2
8047,143,2
41425,40995,2
41425,40995,2
63502,80,2
6466,21,2
3297,80,2
56923,6881,2
58841,61635,2
62461,22606,2
25057,62279,2
30126,6881,2
30126,6881,2
25687,6881,2
44038,6116,2
62478,22,2
26597,6881,2
26597,6881,2
5467,143,2
45655,2317,2
40316,39075,2
5467,143,2
51060,30242,2
14385,12273,2
35328,14196,2
56923,6881,2
23889,21,2
24901,11981,2
30429,26945,2
51599,80,2
54894,25,2
6471,80,2
25687,6881,2
6471,80,2
41432,9817,2
41711,41257,2
15927,25,2
26597,6881,2
26597,6881,2
58516,1937,2
26597,6881,2
25902,61872,2
27509,6881,2
27509,6881,2
20842,80,2
1057,80,2
46724,22,2
9365,5190,2
34784,25,2
16513,22,2
2934,1719,2
18872,63908,2
59823,21342,2
20842,80,2
42913,1880,2
55022,80,2
12308,21,2
1918,22,2
21419,33803,2
21419,33803,2
19692,25,2
45733,42188,2
1792,22,2
5088,45531,2
6754,4633,2
7715,22,2
58084,57930,2
28880,29829,2
1043,53,2
40289,25,2
15036,5190,2
59616,42307,2
25700,36718,2
56346,22,2
47658,32373,2
3917,1402,2
45021,5396,2
40392,38304,2
40392,38304,2
34422,22,2
62859,25,2
62859,25,2
62859,25,2
13802,21,2
24747,80,2
24747,80,2
31568,143,2
35910,80,2
43594,143,2
6644,143,2
36869,17182,2
65252,25,2
22558,64610,2
60637,143,2
20884,1279,2
64036,179,2
60637,143,2
39372,7653,2
60637,143,2
34649,41037,2
34649,41037,2
14057,22,2
1057,80,2
64104,53,2
1057,80,2
33108,36648,2
32450,53,2
47522,25,2
57460,80,2
57460,80,2
25762,61651,2
21026,80,2
57815,22,2
5728,4984,2
45229,5317,2
8442,6596,2
15495,14236,2
15495,14236,2
37610,35630,2
58643,22,2
21729,80,2
51446,57616,2
5060,4569,2
54995,53,2
50563,29303,2
44047,21,2
10544,80,2
40536,40660,2
40536,40660,2
35798,14295,2
40536,40660,2
34333,37224,2
35798,14295,2
35798,14295,2
25536,5190,2
25536,5190,2
37423,35402,2
35867,14480,2
14470,40144,2
26186,26633,2
26186,26633,2
49754,143,2
49754,143,2
43021,33606,2
43021,33606,2
6705,4735,2
9642,7631,2
34176,12732,2
36437,34439,2
12833,143,2
20229,143,2
31220,25,2
31220,25,2
31220,25,2
54093,52170,2
59205,80,2
37652,143,2
63654,40520,2
21001,63236,2
43724,5190,2
2377,31634,2
33732,5190,2
15966,22,2
53765,22,2
11683,22,2
32383,21,2
6531,111,2
23178,25,2
27594,25,2
1235,3926,2
53083,3329,2
42559,46394,2
42559,46394,2
44063,42102,2
8076,45930,2
3879,22,2
3879,22,2
39379,45563,2
40875,25,2
12077,39703,2
20880,143,2
17753,22,2
11683,22,2
11683,22,2
49052,53,2
59205,80,2
57334,143,2
53416,22,2
12819,7375,2
62059,22,2
59205,80,2
31259,62165,2
45312,25,2
58823,143,2
37818,34946,2
14995,143,2
14995,143,2
35212,42307,2
60757,64683,2
57385,24085,2
64854,19706,2
25543,111,2
52658,30058,2
4033,5190,2
39465,8165,2
37728,25,2
62129,65459,2
62129,65459,2
56236,61477,2
28436,25,2
1343,143,2
1343,143,2
2658,26361,2
20148,6863,2
14688,12566,2
17197,80,2
34360,21,2
59510,25,2
59510,25,2
26616,60529,2
1344,52177,2
46316,33141,2
46316,33141,2
5865,3922,2
6998,43544,2
7506,80,2
6998,43544,2
7506,80,2
7506,80,2
7506,80,2
55064,42307,2
7506,80,2
22520,80,2
56505,6863,2
48665,46502,2
43272,21,2
8317,42307,2
64650,21276,2
64650,21276,2
17990,53,2
56867,27907,2
1954,5190,2
32040,30554,2
32040,30554,2
4914,4510,2
53259,80,2
20727,42116,2
55336,23731,2
47235,6881,2
46903,6881,2
2192,32995,2
47235,6881,2
47235,6881,2
47235,6881,2
47235,6881,2
12076,11328,2
10649,80,2
46903,6881,2
3914,6881,2
3914,6881,2
3914,6881,2
52664,31376,2
63783,179,2
37451,21,2
18801,42307,2
13275,41406,2
40713,21,2
53598,6881,2
53598,6881,2
53598,6881,2
29991,6881,2
62717,16716,2
50304,6881,2
